Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Hiking,2022-05-02 13:50:19,false,"North Somerset Hiking","10.24","633","02:23:11","86","122","0.8","89","233","13:59","5:05","288","320","0.80","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","21.0","0:00","No","00:04.76.5","3","0.0","01:59:42","02:23:12","107","335"
Treadmill Running,2022-04-28 17:20:46,false,"Treadmill Running","2.66","244","00:28:35","113","167","2.3","98","240","10:46","2:47","--","--","0.92","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","23.0","0:00","No","06:23.46","3","0.0","00:19:26","00:28:35","--","--"
Cardio,2022-04-28 16:20:16,false,"Cardio","0.00","600","00:54:21","127","183","3.2","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","27.0","0:00","No","54:20.66.2","1","0.0","00:00:00","00:54:21","--","--"
Running,2022-04-27 18:13:08,false,"South Gloucestershire Running","9.20","716","00:54:11","138","175","3.6","166","183","5:53","4:40","133","135","1.02","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","15.0","0:00","No","00:56.62.3","10","0.0","00:53:28","00:54:11","14","87"
Mountain Biking,2022-04-26 10:08:05,false,"North Somerset Mountain Biking","10.75","718","01:20:45","121","170","2.9","0","0","8.0","26.7","228","227","0.00","0.0","0.0","0","0","0","0.0","--","0","0","30.0","4.2","--","0","0","0","0:00","18.0","0:00","No","02:50.90.1","3","0.0","00:56:18","01:20:45","108","152"
Running,2022-04-25 19:12:02,false,"South Gloucestershire Running","5.31","408","00:29:24","140","162","3.3","166","183","5:32","4:21","53","50","1.08","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","17.0","0:00","No","01:35.18.3","6","0.0","00:28:42","00:29:24","69","99"
Running,2022-04-22 18:01:14,false,"South Gloucestershire Running","9.30","719","00:57:48","133","152","3.3","160","181","6:13","4:50","127","128","1.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","18.0","0:00","No","01:49.38.5","10","0.0","00:57:10","00:57:48","19","87"
Pool Swimming,2022-04-22 08:59:56,false,"Pool Swimming","1,400","280","00:36:38","118","148","2.3","0","0","2:00","1:33","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","631","33","23","0","0:00","0.0","0:00","No","00:01.37.1","10","0.0","00:27:58","00:36:54","--","--"
Running,2022-04-21 16:50:36,false,"South Gloucestershire Running","9.24","734","00:50:30","151","188","4.4","169","189","5:28","4:05","119","122","1.08","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","22.0","0:00","No","01:23.00","10","0.0","00:49:50","00:50:30","15","83"
Pool Swimming,2022-04-21 08:41:51,false,"Pool Swimming","1,380","276","00:34:58","132","162","3.1","0","0","1:56","1:21","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","614","32","23","0","0:00","0.0","0:00","No","00:01.40.6","12","0.0","00:26:43","00:35:20","--","--"
Running,2022-04-17 18:42:18,false,"Monte Castello di Vibio Running","5.23","436","00:32:13","143","184","3.3","166","246","6:10","5:21","132","122","0.98","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","13.0","0:00","No","01:18.74.2","6","0.0","00:32:06","00:32:13","167","280"
Pool Swimming,2022-04-07 08:56:28,false,"Pool Swimming","1,360","277","00:37:38","119","147","2.2","0","0","2:03","1:37","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","628","34","23","0","0:00","0.0","0:00","No","00:41.79.3","10","0.0","00:27:51","00:37:43","--","--"
Treadmill Running,2022-04-06 12:44:13,false,"Treadmill Running","2.15","197","00:14:48","138","184","2.5","148","221","6:53","2:25","--","--","0.83","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","23.0","0:00","No","06:09.68","2","0.0","00:14:15","00:14:48","--","--"
Cardio,2022-04-06 12:04:33,false,"Cardio","0.00","422","00:34:03","136","178","3.6","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","27.0","0:00","No","34:03.02.1","1","0.0","00:00:00","00:34:03","--","--"
Indoor Cycling,2022-04-05 15:35:58,false,"Exercise Bike","20.73","664","00:59:44","128","164","3.2","0","0","20.8","--","405","--","0.00","0.0","0.0","0","78","101","0.0","--","158","247","0.0","0.0","--","0","0","0","0:00","27.0","0:00","No","59:43.61.6","1","0.0","00:00:00","00:59:44","--","--"
Pool Swimming,2022-04-04 09:24:02,false,"Pool Swimming","1,400","280","00:35:15","128","166","2.7","0","0","2:00","1:39","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","645","33","23","0","0:00","0.0","0:00","No","00:04.60.7","10","0.0","00:28:06","00:35:37","--","--"
Hiking,2022-04-03 12:35:26,false,"Wiltshire Hiking","5.78","443","02:36:21","70","110","0.3","45","189","27:03","9:18","32","27","0.82","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","20.0","0:00","No","02:36:21.44.3","1","0.0","01:04:08","02:36:21","34","51"
Running,2022-04-01 17:45:29,false,"South Gloucestershire Running","9.29","719","00:53:53","143","160","3.6","169","182","5:48","4:44","130","133","1.02","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","13.0","0:00","No","01:44.45.9","10","0.0","00:53:36","00:53:53","18","90"
Pool Swimming,2022-04-01 08:49:41,false,"Pool Swimming","1,400","280","00:36:15","119","149","2.3","0","0","2:01","1:48","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","643","33","23","0","0:00","0.0","0:00","No","00:10.91.4","10","0.0","00:28:19","01:02:00","--","--"
Pool Swimming,2022-03-31 08:46:26,false,"Pool Swimming","1,400","280","00:36:13","123","148","2.5","0","0","2:00","1:44","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","651","33","23","0","0:00","0.0","0:00","No","00:03.12.8","10","0.0","00:28:00","00:36:24","--","--"
Treadmill Running,2022-03-30 14:44:52,false,"Treadmill Running","5.10","441","00:32:46","139","171","3.3","172","199","6:26","4:17","--","--","0.84","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","24.0","0:00","No","04:20.08.8","5","0.0","00:32:42","00:32:46","--","--"
Indoor Cycling,2022-03-30 13:42:09,false,"Exercise Bike","20.63","720","01:01:53","133","166","3.5","0","0","20.0","--","373","--","0.00","0.0","0.0","0","78","100","0.0","--","148","267","0.0","0.0","--","0","0","0","0:00","27.0","0:00","No","01:01:52.90.5","1","0.0","00:00:00","01:01:53","--","--"
Running,2022-03-25 16:51:44,false,"South Gloucestershire Running","5.30","398","00:27:52","146","174","3.4","171","185","5:15","4:19","50","50","1.11","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","19.0","0:00","No","01:27.18.1","6","0.0","00:27:30","00:27:52","66","94"
Pool Swimming,2022-03-24 08:45:39,false,"Pool Swimming","1,200","240","00:31:07","128","162","2.7","0","0","2:00","1:32","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","554","33","23","0","0:00","0.0","0:00","No","00:04.23","8","0.0","00:24:03","00:31:20","--","--"
Cardio,2022-03-23 13:22:22,false,"Cardio","0.00","448","00:55:39","113","153","2.6","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","27.0","0:00","No","55:38.60.1","1","0.0","00:00:00","00:55:39","--","--"
Running,2022-03-22 18:28:08,false,"South Gloucestershire Running","5.34","414","00:31:42","137","161","3.1","168","180","5:56","4:17","51","48","1.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","17.0","0:00","No","01:46.29.3","6","0.0","00:31:41","00:31:42","70","96"
Pool Swimming,2022-03-22 08:41:56,false,"Pool Swimming","1,200","240","00:39:43","120","159","2.4","0","0","1:56","1:28","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","547","32","24","0","0:00","0.0","0:00","No","00:03.45.3","8","0.0","00:23:16","00:39:48","--","--"
Hiking,2022-03-20 10:53:17,false,"Forest of Dean Hiking","11.62","983","02:57:51","97","154","2.1","84","249","15:18","6:10","421","410","0.78","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","19.0","0:00","No","02:57:51.26.1","1","0.0","02:17:24","02:57:54","31","169"
Cardio,2022-03-18 12:06:50,false,"Cardio","0.00","514","00:40:33","138","164","3.1","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","26.0","0:00","No","40:32.57.6","1","0.0","00:00:00","00:40:33","--","--"
Pool Swimming,2022-03-17 08:44:25,false,"Pool Swimming","1,220","245","00:31:23","128","154","2.7","0","0","1:58","0:56","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","553","33","23","0","0:00","0.0","0:00","No","00:00.80.9","9","0.0","00:23:59","00:31:29","--","--"
Treadmill Running,2022-03-16 14:46:01,false,"Treadmill Running","5.20","381","00:30:15","133","147","2.8","170","179","5:49","3:57","--","--","1.26","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","26.0","0:00","No","02:17.32.6","7","0.0","00:30:08","00:30:15","--","--"
Indoor Cycling,2022-03-16 13:45:53,false,"Exercise Bike","17.92","657","00:55:03","134","180","3.7","0","0","19.5","--","353","--","0.00","0.0","0.0","0","74","98","0.0","--","145","291","0.0","0.0","--","0","0","0","0:00","27.0","0:00","No","55:02.76","1","0.0","00:00:00","00:55:03","--","--"
Pool Swimming,2022-03-15 08:34:15,false,"Pool Swimming","1,240","252","00:43:57","125","168","2.8","0","0","1:55","0:56","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","564","32","24","0","0:00","0.0","0:00","No","00:01.84.2","9","0.0","00:23:49","00:44:02","--","--"
Pool Swimming,2022-03-14 08:27:48,false,"Pool Swimming","1,200","240","00:30:15","128","160","2.7","0","0","1:56","1:37","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","558","33","24","0","0:00","0.0","0:00","No","00:03.30.5","8","0.0","00:23:17","00:30:20","--","--"
Pool Swimming,2022-03-11 08:34:26,false,"Pool Swimming","1,200","240","00:30:47","135","167","3.0","0","0","1:58","1:33","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","558","33","24","0","0:00","0.0","0:00","No","00:57.67.2","8","0.0","00:23:33","00:30:52","--","--"
Pool Swimming,2022-03-10 08:24:23,false,"Pool Swimming","1,200","240","00:31:54","135","163","2.9","0","0","1:56","1:35","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","547","32","24","0","0:00","0.0","0:00","No","00:02.03.8","10","0.0","00:23:16","00:32:02","--","--"
Treadmill Running,2022-03-09 16:47:40,false,"Treadmill Running","4.16","232","00:20:23","125","134","2.2","167","175","4:54","4:06","--","--","1.22","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","24.0","0:00","No","00:47.13.8","5","0.0","00:20:22","00:20:23","--","--"
Indoor Cycling,2022-03-09 15:47:23,false,"Exercise Bike","16.95","584","00:50:12","132","168","3.3","0","0","20.3","--","296","--","0.00","0.0","0.0","0","75","94","0.0","--","143","233","0.0","0.0","--","0","0","0","0:00","26.0","0:00","No","50:12.00.9","1","0.0","00:00:00","00:50:12","--","--"
Treadmill Running,2022-03-08 16:11:36,false,"Treadmill Running","5.98","349","00:30:15","127","145","2.5","165","221","5:04","3:57","--","--","1.20","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","24.0","0:00","No","04:21.42.5","6","0.0","00:30:11","00:30:15","--","--"
Indoor Cycling,2022-03-08 15:28:22,false,"Exercise Bike","15.39","458","00:42:27","125","169","3.1","0","0","21.8","--","474","--","0.00","0.0","0.0","0","77","101","0.0","--","150","255","0.0","0.0","--","0","0","0","0:00","27.0","0:00","No","42:26.52","1","0.0","00:00:00","00:42:27","--","--"
Pool Swimming,2022-03-07 08:22:28,false,"Pool Swimming","1,200","240","00:32:19","127","164","2.8","0","0","1:58","1:31","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","548","33","23","0","0:00","0.0","0:00","No","00:00.82","12","0.0","00:23:32","00:32:28","--","--"
Pool Swimming,2022-03-04 09:16:57,false,"Pool Swimming","1,000","200","00:28:26","128","156","2.6","0","0","1:58","1:43","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","459","33","23","0","0:00","0.0","0:00","No","00:05.76.3","10","0.0","00:19:42","00:28:32","--","--"
Pool Swimming,2022-03-03 08:25:07,false,"Pool Swimming","1,020","211","00:26:29","126","156","2.5","0","0","2:02","1:26","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","468","34","23","0","0:00","0.0","0:00","No","00:09.31.7","10","0.0","00:20:41","00:26:38","--","--"
Treadmill Running,2022-03-02 14:53:23,false,"Treadmill Running","5.01","310","00:29:50","123","130","2.2","162","168","5:57","4:31","--","--","1.04","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","25.0","0:00","No","00:01.05.2","6","0.0","00:29:40","00:29:50","--","--"
Indoor Cycling,2022-03-02 14:02:23,false,"Exercise Bike","16.42","601","00:47:32","142","183","4.4","0","0","20.7","--","230","--","0.00","0.0","0.0","0","80","96","0.0","--","143","240","0.0","0.0","--","0","0","0","0:00","27.0","0:00","No","47:32.34.7","1","0.0","00:00:00","00:47:32","--","--"
Indoor Cycling,2022-03-01 16:45:01,false,"Exercise Bike","12.07","453","00:35:48","140","179","4.0","0","0","20.2","--","--","--","0.00","0.0","0.0","0","88","103","0.0","--","80","350","0.0","0.0","--","0","0","0","0:00","25.0","0:00","No","35:47.94.5","1","0.0","00:00:00","00:35:48","--","--"
Pool Swimming,2022-02-28 08:21:34,false,"Pool Swimming","1,000","200","00:28:03","119","154","2.4","0","0","1:57","1:29","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","460","33","24","0","0:00","0.0","0:00","No","00:15.68.4","10","0.0","00:19:27","00:28:08","--","--"
Hiking,2022-02-26 12:18:03,false,"Forest of Dean Hiking","3.90","356","00:57:07","98","151","2.5","89","247","14:38","6:51","139","134","0.77","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","19.0","0:00","No","57:06.52.8","1","0.0","00:46:06","01:41:03","32","163"
Hiking,2022-02-26 10:07:36,false,"Forest of Dean Hiking","9.29","638","01:56:58","98","144","1.8","99","245","12:36","8:21","245","234","0.80","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","21.0","0:00","No","01:56:57.79.6","1","0.0","01:45:09","01:56:58","31","198"
Indoor Cycling,2022-02-25 13:36:05,false,"Exercise Bike","15.82","418","00:43:20","122","149","3.0","0","0","21.9","--","127","--","0.00","0.0","0.0","0","77","93","0.0","--","116","196","0.0","0.0","--","0","0","0","0:00","28.0","0:00","No","43:20.04.7","1","0.0","00:00:00","00:43:20","--","--"
Pool Swimming,2022-02-24 08:23:04,false,"Pool Swimming","1,000","201","00:25:06","130","153","2.7","0","0","1:58","1:18","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","459","33","23","0","0:00","0.0","0:00","No","00:10.78.6","8","0.0","00:19:45","00:25:11","--","--"
Indoor Cycling,2022-02-23 16:50:03,false,"Exercise Bike","18.56","623","00:48:19","141","177","4.2","0","0","23.1","--","194","--","0.00","0.0","0.0","0","81","98","0.0","--","139","209","0.0","0.0","--","0","0","0","0:00","26.0","0:00","No","48:18.56.9","1","0.0","00:00:00","00:48:19","--","--"
Indoor Cycling,2022-02-22 16:24:36,false,"Exercise Bike","14.97","451","00:36:00","135","176","3.6","0","0","24.9","--","--","--","0.00","0.0","0.0","0","80","99","0.0","240","145","283","0.0","0.0","--","0","0","0","0:00","25.0","0:00","No","35:59.80.3","1","0.0","00:00:00","00:36:00","--","--"
Pool Swimming,2022-02-22 08:40:05,false,"Pool Swimming","1,000","200","00:29:38","119","156","2.3","0","0","1:57","1:40","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","471","33","24","0","0:00","0.0","0:00","No","00:01.15.1","12","0.0","00:19:28","00:32:14","--","--"
Pool Swimming,2022-02-21 08:11:07,false,"Pool Swimming","1,000","202","00:26:59","129","166","2.8","0","0","1:57","1:27","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","478","33","24","0","0:00","0.0","0:00","No","01:24.37.2","9","0.0","00:19:33","00:27:12","--","--"
Pool Swimming,2022-02-17 08:46:07,false,"Pool Swimming","1,000","200","00:31:34","128","161","2.9","0","0","2:02","1:37","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","460","34","24","0","0:00","0.0","0:00","No","00:08.20.4","15","0.0","00:20:46","00:33:11","--","--"
Pool Swimming,2022-02-15 08:28:59,false,"Pool Swimming","1,200","241","00:41:23","121","157","2.7","0","0","2:00","1:43","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","560","33","23","0","0:00","0.0","0:00","No","00:01.33.2","14","0.0","00:23:56","00:42:14","--","--"
Road Cycling,2022-01-17 11:56:51,false,"South Gloucestershire Road Cycling","23.17","809","01:02:32","0","0","0.1","0","0","22.2","48.2","202","198","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","6.0","0:00","No","19:40.73.7","3","0.0","00:59:28","01:02:32","47","86"
Cycling,2022-01-17 11:56:45,false,"South Gloucestershire Cycling","23.22","813","01:02:41","144","179","4.4","0","0","22.2","49.0","199","200","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","14.0","0:00","No","09:35.47.4","5","0.0","00:59:07","01:02:41","43","80"
Resort Skiing/Snowboarding,2022-01-14 09:40:29,false,"Nendaz Resort Skiing/Snowboarding","28.94","500","01:05:16","112","139","2.3","0","0","26.6","68.5","--","6,019","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","19.0","0:00","No","00:13.85.5","16","0.0","01:02:17","06:39:46","1,409","2,630"
Resort Skiing/Snowboarding,2022-01-13 09:00:31,false,"Nendaz Resort Skiing/Snowboarding","42.10","754","01:50:34","104","138","2.1","0","0","22.8","69.6","--","7,846","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","18.0","0:00","No","01:16.00.3","16","0.0","01:39:51","06:57:04","1,338","2,888"
Resort Skiing/Snowboarding,2022-01-12 10:45:24,false,"Nendaz Resort Skiing/Snowboarding","33.38","562","01:20:44","107","133","2.2","0","0","24.8","64.3","--","6,596","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","17.0","0:00","No","01:00.00","17","0.0","01:19:03","05:26:50","1,390","2,613"
Resort Skiing/Snowboarding,2022-01-11 09:08:06,false,"Nendaz Resort Skiing/Snowboarding","37.17","824","02:02:06","106","157","2.3","0","0","18.3","68.7","--","7,444","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","14.0","0:00","No","00:59.00.5","15","0.0","01:32:41","06:21:22","1,375","2,897"
Resort Skiing/Snowboarding,2022-01-10 10:51:43,false,"Nendaz Resort Skiing/Snowboarding","27.23","666","01:23:19","113","150","2.3","0","0","19.6","62.9","--","5,935","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","12.0","0:00","No","00:18.00.2","14","0.0","01:20:22","05:53:50","1,358","2,647"
Resort Skiing/Snowboarding,2022-01-09 13:40:51,false,"Nendaz Resort Skiing/Snowboarding","11.23","273","00:31:40","118","139","2.4","0","0","21.3","64.9","--","3,019","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","16.0","0:00","No","01:51.72.5","7","0.0","00:30:26","01:52:53","1,374","2,456"
Resort Skiing/Snowboarding,2022-01-09 10:02:09,false,"Nendaz Resort Skiing/Snowboarding","13.65","217","00:41:47","94","119","0.8","0","0","19.6","56.1","--","2,388","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","12.0","0:00","No","01:46.00.4","8","0.0","00:39:41","02:14:36","1,707","2,693"
Pool Swimming,2022-01-06 08:26:11,false,"Pool Swimming","1,000","227","00:25:29","127","163","2.7","0","0","1:49","1:26","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","440","38","24","0","0:00","0.0","0:00","No","00:02.77.9","12","0.0","00:18:08","00:25:35","--","--"
Pool Swimming,2022-01-05 08:10:37,false,"Pool Swimming","1,250","266","00:33:53","123","158","2.9","0","0","1:54","1:37","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","556","40","23","0","0:00","0.0","0:00","No","00:02.19.4","14","0.0","00:23:46","00:34:03","--","--"
Hiking,2022-01-02 12:31:23,false,"Powys Hiking","2.95","505","01:04:33","115","156","2.5","62","249","21:51","7:58","196","235","0.74","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","13.0","0:00","No","01:04:32.98.5","1","0.0","00:38:55","01:04:33","312","502"
Pool Swimming,2021-12-31 08:22:44,false,"Pool Swimming","1,000","211","00:25:49","128","155","2.8","0","0","1:59","1:43","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","455","41","23","0","0:00","0.0","0:00","No","00:11.39.5","12","0.0","00:19:46","00:25:56","--","--"
Pool Swimming,2021-12-30 08:15:12,false,"Pool Swimming","1,025","211","00:27:07","128","156","2.7","0","0","2:05","1:42","--","--","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","483","43","23","0","0:00","0.0","0:00","No","00:02.17.8","13","0.0","00:21:22","00:29:10","--","--"
Running,2021-12-26 09:31:05,false,"Rushmoor Running","7.04","503","00:51:25","126","149","--","153","243","7:18","5:27","39","80","0.89","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:14.06.9","8","0.0","00:51:03","00:51:25","17","74"
Running,2021-12-21 15:25:14,false,"South Gloucestershire Running","5.32","422","00:31:47","147","162","--","169","189","5:58","4:13","39","59","0.99","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:36.79.6","6","0.0","00:31:46","00:31:47","-13","70"
Cycling,2021-12-20 11:49:54,false,"North Somerset Cycling","11.56","703","01:19:20","121","163","--","0","0","8.7","31.5","213","240","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","12:17.87.7","3","0.0","00:55:08","01:19:20","5","109"
Running,2021-12-14 16:45:57,false,"South Gloucestershire Running","5.31","462","00:33:46","151","174","--","165","174","6:22","5:32","41","53","0.95","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:43.39.8","6","0.0","00:33:22","00:33:46","68","99"
Running,2021-12-09 15:45:59,false,"South Gloucestershire Running","9.31","763","01:02:08","143","168","--","157","237","6:40","5:22","98","154","0.95","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:46.73.4","10","0.0","01:01:04","01:02:08","-13","70"
Cycling,2021-12-02 10:17:02,false,"North Somerset Cycling","19.80","858","02:06:33","113","162","--","0","0","9.4","32.3","261","308","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","27:55.19.8","4","0.0","01:37:36","02:15:05","-31","71"
Running,2021-12-01 12:36:34,false,"South Gloucestershire Running","5.56","435","00:44:45","125","162","--","117","232","8:03","4:32","45","77","1.13","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:10.14.9","6","0.0","00:43:06","00:44:45","34","72"
Hiking,2021-11-27 11:29:10,false,"Monmouthshire Running","10.69","1,050","03:25:54","95","147","--","69","248","19:16","5:36","554","569","0.76","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","09:15.00.2","11","0.0","02:24:23","03:25:54","-30","571"
Road Cycling,2021-11-25 12:55:57,false,"South Gloucestershire Road Cycling","21.73","739","00:54:21","0","0","--","0","0","24.0","49.8","209","206","0.00","0.0","0.0","0","0","0","0.0","--","0","0","0.0","0.0","--","0","0","0","0:00","5.0","0:00","No","15:07.21.8","3","0.0","00:53:22","00:54:21","35","81"
